trade_date	stock_code	stock_name	open_price	highest_price	lowest_price	close_price	turnover_volume	turnover_amount
2009/07/01	399002	深成指R	12359.6	12702.3	12333	12701.8	67553120	73277603840
2009/07/02	399002	深成指R	12735.2	12854.7	12716.1	12836.9	77043982	84662345728
2009/07/03	399002	深成指R	12735.6	13152.6	12705.5	13149.2	81767762	89119490048
2009/07/06	399002	深成指R	13195.5	13417.2	13195.5	13397.2	84414920	94604222464
2009/07/07	399002	深成指R	13355	13508.6	13200.6	13260.4	81951431	90799792128
2009/07/08	399002	深成指R	13113.7	13441.1	12975.5	13395.7	72166702	81194532864
2009/07/09	399002	深成指R	13398.9	13571.1	13348.5	13555.9	84772136	95682101248
2009/07/10	399002	深成指R	13560.7	13747.2	13520.8	13631.3	86860656	97124089856
2009/07/13	399002	深成指R	13630.8	13727.2	13561.1	13582.6	81869893	92517277696
2009/07/14	399002	深成指R	13681.8	13938.2	13681.8	13938.2	84779087	97583267840
2009/07/15	399002	深成指R	13978.4	14069.3	13924.8	14033.8	93524159	111450415104
2009/07/16	399002	深成指R	14120	14188.1	13983.4	14037.3	92668976	113306435584
2009/07/17	399002	深成指R	14011.9	14146.1	13937.3	14091	80615005	96449716224
2009/07/20	399002	深成指R	14111.3	14358.4	14024.3	14358.4	95394213	115926532096
2009/07/21	399002	深成指R	14357.8	14401	14119.5	14139.5	94812115	113024303104
2009/07/22	399002	深成指R	14071.3	14356	14069.4	14328.4	82964205	100413693952
2009/07/23	399002	深成指R	14351.5	14516.5	14300	14509.1	84676063	100181221376
2009/07/24	399002	深成指R	14596.9	14659.2	14247	14521.2	88172551	108046237696
2009/07/27	399002	深成指R	14594.1	14757.3	14450.4	14748.4	87754288	111363153920
2009/07/28	399002	深成指R	14793.9	14896.2	14631.8	14848.4	101510036	130068881408
2009/07/29	399002	深成指R	14786.1	14819.9	13650.2	14026.3	106198857	131330457600
2009/07/30	399002	深成指R	14102.7	14355.2	13732	14243	86005615	107423219712
2009/07/31	399002	深成指R	14366.8	14670.8	14219.4	14670.4	85424769	105965912064
2009/08/03	399002	深成指R	14739.4	14881.8	14575.5	14870.2	96777317	121989971968
2009/08/04	399002	深成指R	14943.1	14948.6	14597.7	14921.3	103061927	128862281728
2009/08/05	399002	深成指R	14911.8	14963	14565.3	14790.8	96136858	121548947456
2009/08/06	399002	深成指R	14659.3	14789.6	14238.5	14482.8	88314624	111473188864
2009/08/07	399002	深成指R	14444.2	14562.5	13890.9	13924.6	74803757	93550198784
2009/08/10	399002	深成指R	14068.5	14212.8	13678.5	13922.9	60460022	77193871360
2009/08/11	399002	深成指R	13986.7	14164.5	13891	14098.3	50494039	65187303424
2009/08/12	399002	深成指R	14049.9	14060.6	13465.5	13513	63857298	79425462272
2009/08/13	399002	深成指R	13546.3	13773.1	13289.2	13739.7	53965391	67747147776
2009/08/14	399002	深成指R	13744.5	13869.8	13385.5	13414.3	60268571	74088620032
2009/08/17	399002	深成指R	13167.2	13283.7	12505.5	12522.6	59567297	67691442176
2009/08/18	399002	深成指R	12371.1	12698.8	12306	12634.7	48184722	54482919424
2009/08/19	399002	深成指R	12682.7	12699.8	11882.8	12030.1	54565463	61338087424
2009/08/20	399002	深成指R	12012	12521.7	12012	12500.6	54717786	62266339328
2009/08/21	399002	深成指R	12455	12862.1	12390.7	12766	62024815	72062386176
2009/08/24	399002	深成指R	12842	13018.2	12718.3	12963.3	63562391	75413225472
2009/08/25	399002	深成指R	12892.2	12892.2	12165.3	12547.2	70452163	81239285760
2009/08/26	399002	深成指R	12451	12991.3	12394.9	12876.6	67491429	78411030528
2009/08/27	399002	深成指R	12741	13041	12625.4	12772.2	70130826	79271641088
2009/08/28	399002	深成指R	12753.2	12842.8	12257.2	12291.6	57139344	67700576256
2009/08/31	399002	深成指R	12127.8	12127.8	11338	11363.1	57228794	64632848384
2009/09/01	399002	深成指R	11232	11653.1	11150.9	11394.4	48255528	53192695808
2009/09/02	399002	深成指R	11275.4	11606.2	11231	11528.2	40150327	43942174720
2009/09/03	399002	深成指R	11564.5	12286.6	11556.2	12242.2	60163599	68466700288
2009/09/04	399002	深成指R	12255.8	12462.7	12205.5	12366.3	61572549	71408205824
2009/09/07	399002	深成指R	12443.6	12707.5	12374.2	12490.6	65422442	77846601728
2009/09/08	399002	深成指R	12397	12799.7	12265.2	12799.7	64376728	77684285440
2009/09/09	399002	深成指R	12882.1	12986.8	12698.3	12932.7	69120684	89519497216
2009/09/10	399002	深成指R	12833.5	12953	12720.4	12760.7	57036559	73446187008
2009/09/11	399002	深成指R	12709.2	13067.9	12704.3	12985.3	61840949	76904488960
2009/09/14	399002	深成指R	13038.5	13298	13019.9	13295.3	76237348	94240751616
2009/09/15	399002	深成指R	13317.9	13451	13210.7	13352.4	77185415	93535281152
2009/09/16	399002	深成指R	13307.6	13372.5	12986.8	13198.5	77254985	93535567872
2009/09/17	399002	深成指R	13241.5	13442.2	13241.5	13390.4	80084975	96671408128
2009/09/18	399002	深成指R	13404.5	13406.5	12725.5	12857.7	89073489	106421403648
2009/09/21	399002	深成指R	12706.7	12934.2	12403.1	12930.5	66052329	79724781568
2009/09/22	399002	深成指R	12866.8	13129.1	12674.5	12681.7	64256283	79337144320
2009/09/23	399002	深成指R	12654.2	12773	12220.6	12304.8	57593593	69801320448
2009/09/24	399002	深成指R	12223.3	12510.6	11925.6	12319.3	51366761	60771680256
2009/09/25	399002	深成指R	12218.7	12387.1	12089.4	12220.9	38804044	44491907072
2009/09/28	399002	深成指R	12257.7	12374.9	11853.6	11901.6	37137648	42779688960
2009/09/29	399002	深成指R	11907.8	11977.6	11683	11882.8	39287461	43043418112
2009/09/30	399002	深成指R	11938.6	12130.5	11938.6	12030.5	34448585	39838932992
2009/10/09	399002	深成指R	12344.9	12677	12294	12668.6	42800463	52017881088
2009/10/12	399002	深成指R	12698.7	12770.2	12590	12607	45396474	55376654336
2009/10/13	399002	深成指R	12570.8	12747.7	12537.6	12747.7	41570451	49650298880
2009/10/14	399002	深成指R	12790.5	13066	12769.6	12856.1	60924682	74966327296
2009/10/15	399002	深成指R	12981.2	13111.8	12866.1	12892.9	52865531	64239198208
2009/10/16	399002	深成指R	12932.2	13018.2	12697.4	12917.8	50398219	61415358464
2009/10/19	399002	深成指R	12933.2	13402.8	12919.8	13400.8	67985012	85708406784
2009/10/20	399002	深成指R	13490.1	13617.3	13452.7	13607.9	76046396	96534085632
2009/10/21	399002	深成指R	13616	13821.4	13559.9	13625.6	75061438	92265734144
2009/10/22	399002	深成指R	13602.3	13688.5	13511.8	13552.6	66540990	79240667136
2009/10/23	399002	深成指R	13586.5	13892.5	13586.5	13787.2	80201617	96905175040
2009/10/26	399002	深成指R	13815.2	13866.2	13643	13757.2	70025778	87068475392
2009/10/27	399002	深成指R	13638	13675.4	13324.7	13324.7	70982438	88857829376
2009/10/28	399002	深成指R	13257.1	13448.4	13133.5	13424.4	59566124	72982257664
2009/10/29	399002	深成指R	13172.5	13283.2	13068.9	13089.3	59259074	73108561920
2009/10/30	399002	深成指R	13340.5	13409.8	13197.8	13201	65048111	99141697536
2009/11/02	399002	深成指R	12899.8	13653.8	12836.4	13650.2	75781390	98814197760
2009/11/03	399002	深成指R	13692.1	13852.1	13662.9	13805	93118871	119035895808
2009/11/04	399002	深成指R	13833.2	13981.4	13711.6	13881.6	91908904	116382285824
2009/11/05	399002	深成指R	13897.4	13937	13716.4	13850	79044566	98215895040
2009/11/06	399002	深成指R	13949.6	14043.7	13892.1	13941.7	92489208	116146561024
2009/11/09	399002	深成指R	13951.5	14024.6	13837.4	13994.4	78099615	96368533504
2009/11/10	399002	深成指R	14099	14196.8	14079	14118.1	79762782	101296791552
2009/11/11	399002	深成指R	14104.6	14170.2	13959.5	14070.2	70265211	88063483904
2009/11/12	399002	深成指R	14101.4	14276.8	14094.7	14149	76505945	95965544448
2009/11/13	399002	深成指R	14106.3	14239.3	13944.5	14239.3	76779762	102480199680
2009/11/16	399002	深成指R	14335.7	14706.6	14335.7	14706.6	101598654	136245633024
2009/11/17	399002	深成指R	14778.4	14783.8	14628.8	14675.9	89813712	118726615040
2009/11/18	399002	深成指R	14687.5	14760.8	14569.2	14645	88486924	113235132416
2009/11/19	399002	深成指R	14674.2	14742.8	14545.2	14706.4	95605719	124677660672
2009/11/20	399002	深成指R	14648.6	14793.9	14535.3	14701.7	97626104	124352577536
2009/11/23	399002	深成指R	14717.9	14873	14672	14873	93036381	123590172672
2009/11/24	399002	深成指R	14921.5	15064	14387.5	14442.1	133424698	176873570304
2009/11/25	399002	深成指R	14394.7	14832.8	14312.4	14829.9	103606492	135563493376
2009/11/26	399002	深成指R	14866.8	14944	14222	14264	121761092	160712015872
2009/11/27	399002	深成指R	14028	14269.7	13741.5	13822.5	87152428	115097747456
2009/11/30	399002	深成指R	13972.1	14478	13972.1	14478	75459409	103619928064
2009/12/01	399002	深成指R	14465.2	14709.1	14345.9	14687.8	88573036	119048552448
2009/12/02	399002	深成指R	14733.3	14868.2	14693.3	14814.8	96278517	132074151936
2009/12/03	399002	深成指R	14802.5	14838.9	14604	14771.2	89110820	125278281728
2009/12/04	399002	深成指R	14741.1	14976.3	14437.2	14905.4	107121874	148342734848
2009/12/07	399002	深成指R	14947.8	15105	14892.1	15084.3	71261377	99413483520
2009/12/08	399002	深成指R	15114.7	15133	14823.7	14954.1	78021597	106295566336
2009/12/09	399002	深成指R	14790.5	14927.8	14721.4	14784.4	64130986	90402603008
2009/12/10	399002	深成指R	14881.6	15020.7	14775.2	14888.1	54359849	76336676864
2009/12/11	399002	深成指R	14967	15073.8	14861.3	14895.7	56466796	79371452416
2009/12/14	399002	深成指R	14902.5	14998.1	14540	14965	60601246	84615446528
2009/12/15	399002	深成指R	14884.2	14999.6	14795.9	14842	60038376	82746736640
2009/12/16	399002	深成指R	14772.1	14903.7	14647.5	14669.3	51263907	73523191808
2009/12/17	399002	深成指R	14701.2	14763.7	14351.2	14376	54357832	74986594304
2009/12/18	399002	深成指R	14238.1	14238.1	13848.2	13864.2	54171495	73967247360
2009/12/21	399002	深成指R	13860.8	13967.4	13757.2	13967.4	38693220	52511350784
2009/12/22	399002	深成指R	14001.5	14020.4	13571.3	13577.1	44883821	62854664192
2009/12/23	399002	深成指R	13564.4	13805.1	13564.4	13755	40097487	56539721728
2009/12/24	399002	深成指R	13813.1	14322.2	13783.1	14283.2	54340720	78533844992
2009/12/25	399002	深成指R	14276.3	14346.5	14195.9	14266.7	48755309	71436705792
2009/12/28	399002	深成指R	14289.3	14494.8	14289.3	14453.5	51286720	71233167360
2009/12/29	399002	深成指R	14475.6	14496.5	14287	14496.5	54991361	77023420416
2009/12/30	399002	深成指R	14496.7	14648	14448.8	14647.3	61191785	89042681856
2009/12/31	399002	深成指R	14638.5	14706.9	14501.9	14706.9	53328813	76403015680
2010/01/04	399002	深成指R	14777.9	14795.8	14528.2	14528.2	56907012	81985388544
2010/01/05	399002	深成指R	14535	14596.7	14303.9	14510.9	70840056	102015729664
2010/01/06	399002	深成指R	14502.3	14682.7	14445.3	14497.8	69188864	102367019008
2010/01/07	399002	深成指R	14507.9	14568.8	14114.6	14208.3	71910604	103786004480
2010/01/08	399002	深成指R	14149.7	14246	13998.8	14242.6	57560803	82740707328
2010/01/11	399002	深成指R	14555.8	14606.2	14052	14128.4	69193563	99751133184
2010/01/12	399002	深成指R	14156.6	14364.7	13948.2	14364.7	76268625	113988108288
2010/01/13	399002	深成指R	13989.3	14200.2	13887.1	13973.2	83300946	124965552128
2010/01/14	399002	深成指R	13996	14194	13918.7	14174.7	81003159	118481969152
2010/01/15	399002	深成指R	14221.3	14299.4	14082.4	14239.3	72804377	105666076672
2010/01/18	399002	深成指R	14206.8	14356	14144.3	14343.6	74361055	106723745792
2010/01/19	399002	深成指R	14373.7	14420.4	14297.2	14331.9	74403065	106352353280
2010/01/20	399002	深成指R	14358.6	14374.1	13817.6	13865.5	89304348	128477110272
2010/01/21	399002	深成指R	13878.7	13937.1	13668.8	13866.5	59176526	83107389440
2010/01/22	399002	深成指R	13694.5	13694.5	13305	13521.7	67575417	94828101632
2010/01/25	399002	深成指R	13425.3	13569.8	13374.2	13386.7	44475735	58404691968
2010/01/26	399002	深成指R	13414.5	13457.9	12979.8	13056.5	51383809	70379151360
2010/01/27	399002	深成指R	13050.7	13132.2	12824.5	12932.2	41998363	58659020800
2010/01/28	399002	深成指R	12891.6	13060.7	12778.9	13011.3	41426452	58543976448
2010/01/29	399002	深成指R	12945	13246	12880.5	13029.3	49717420	68064116736
2010/02/01	399002	深成指R	13016.7	13017.5	12712.3	12870.3	52309472	72552448000
2010/02/02	399002	深成指R	12920.5	13068.7	12788.5	12788.5	45887912	62573158400
2010/02/03	399002	深成指R	12840.2	13163.8	12575.1	13163.8	59794476	79365668864
2010/02/04	399002	深成指R	13072.1	13186.3	13003.2	13063.9	63030691	80667729920
2010/02/05	399002	深成指R	12766.4	12901.7	12692	12793	64562583	82206400512
2010/02/08	399002	深成指R	12774.7	12879.5	12717.8	12825.4	41148703	52980039680
2010/02/09	399002	深成指R	12813	12922	12774.9	12850.2	36661320	46545055744
2010/02/10	399002	深成指R	12971.1	13081	12936.9	13081	33503406	47480320000
2010/02/11	399002	深成指R	13074.1	13201.2	13045.5	13123.1	32594977	46814359552
2010/02/12	399002	深成指R	13160.5	13234	13141.3	13209.2	31157880	46250016768
2010/02/22	399002	深成指R	13203.1	13244.6	13111.2	13111.2	37111980	51643596800
2010/02/23	399002	深成指R	13081.6	13081.6	12799	12956.3	45162814	61190012928
2010/02/24	399002	深成指R	12876.5	13184.8	12814.3	13184.8	58986025	79365275648
2010/02/25	399002	深成指R	13230.8	13414.4	13230.8	13412.6	70553351	97312677888
2010/02/26	399002	深成指R	13389.7	13447.7	13329.9	13350.7	63826962	89811337216
2010/03/01	399002	深成指R	13398.1	13525.3	13369.4	13513.5	68351816	95018549248
2010/03/02	399002	深成指R	13521	13623.2	13437.3	13471.2	70733190	97145544704
2010/03/03	399002	深成指R	13466	13539.7	13358.8	13539.7	73923886	102443687936
2010/03/04	399002	深成指R	13577.6	13655.3	13195.7	13217.9	82753064	113872560128
2010/03/05	399002	深成指R	13217.7	13347.4	13170.3	13248.8	54333302	76417409024
2010/03/08	399002	深成指R	13286	13387.5	13233.8	13351.7	49117878	69260574720
2010/03/09	399002	深成指R	13354.5	13493.4	13193.2	13426.9	56622344	77926580224
2010/03/10	399002	深成指R	13415.3	13476.7	13272.1	13302.4	51412498	71629250560
2010/03/11	399002	深成指R	13311.1	13385.4	13179.5	13276.7	46514071	67316580352
2010/03/12	399002	深成指R	13273.3	13286.2	13061.6	13063.5	45143823	68661911552
2010/03/15	399002	深成指R	13047.9	13052.5	12739.2	12778.2	37548144	55369535488
2010/03/16	399002	深成指R	12808.2	12865.9	12705.5	12827	34868672	51346214912
2010/03/17	399002	深成指R	12890.3	13132.9	12855.8	13132.9	51689997	73036627968
2010/03/18	399002	深成指R	13158.8	13263	13094.6	13136.1	54963108	79056035840
2010/03/19	399002	深成指R	13166.8	13269.7	13081	13260.8	55387969	78527733760
2010/03/22	399002	深成指R	13266.3	13323.4	13208.8	13260.3	56772720	79245058048
2010/03/23	399002	深成指R	13271	13311.6	13182.6	13209.4	55320337	82071027712
2010/03/24	399002	深成指R	13220.8	13267.6	13161.6	13193.3	58324677	88755765248
2010/03/25	399002	深成指R	13168.2	13168.2	12966	12975.3	60028953	90825670656
2010/03/26	399002	深成指R	12969	13185	12914.6	13140	49863859	76826836992
2010/03/29	399002	深成指R	13205.7	13499.1	13205.7	13475	60233304	93839900672
2010/03/30	399002	深成指R	13499	13545	13448.3	13518.6	55745644	88380686336
2010/03/31	399002	深成指R	13530.1	13538.3	13385.9	13412.7	58553564	95691857920
2010/04/01	399002	深成指R	13432	13621.7	13432	13618.5	76105827	119498301440
2010/04/02	399002	深成指R	13652.7	13734	13641	13706.3	74483128	113843920896
2010/04/06	399002	深成指R	13767.7	13795.1	13581.9	13637.4	70949700	108645900288
2010/04/07	399002	深成指R	13630.5	13630.5	13485.6	13561.4	63936879	103014596608
2010/04/08	399002	深成指R	13530.5	13530.5	13292.3	13341.3	70595410	114684198912
2010/04/09	399002	深成指R	13368.5	13478.9	13305.4	13478.9	67332011	110022131712
2010/04/12	399002	深成指R	13533.4	13554.7	13246.7	13311.5	86383655	136529747968
2010/04/13	399002	深成指R	13298.8	13473.7	13163.4	13432.4	92402799	153839845376
2010/04/14	399002	深成指R	13435.6	13481.6	13363.8	13481.6	70701934	108869541888
2010/04/15	399002	深成指R	13485.7	13510	13336.3	13434	72442098	110664835072
2010/04/16	399002	深成指R	13425.4	13430.8	13275.4	13332.4	55392905	83874635776
2010/04/19	399002	深成指R	13151.1	13151.1	12500	12503.2	79329433	115808673792
2010/04/20	399002	深成指R	12484.7	12577.6	12236	12389.8	69546771	101393489920
2010/04/21	399002	深成指R	12409.8	12647.7	12350	12634.4	78957897	124729114624
2010/04/22	399002	深成指R	12611.3	12694.5	12427	12566.9	80200005	125975535616
2010/04/23	399002	深成指R	12543.3	12678.7	12496.1	12565.8	73203871	116808032256
2010/04/26	399002	深成指R	12564.2	12635.3	12449.1	12458.1	61890583	98476515328
2010/04/27	399002	深成指R	12418.8	12418.8	12003.8	12192.6	67454439	102985760768
2010/04/28	399002	深成指R	12082.6	12291	12000.6	12172	52431466	81520803840
2010/04/29	399002	深成指R	12246.3	12299.4	12023.2	12024.4	57182326	86994190336
2010/04/30	399002	深成指R	11959.4	12020.1	11785.7	11988.1	55292940	83383042048
2010/05/04	399002	深成指R	11769.7	11963	11718.8	11771.4	40530824	59706257408
2010/05/05	399002	深成指R	11656	11820.8	11461.4	11817.8	52854381	78257782784
2010/05/06	399002	深成指R	11746.1	11746.1	11192.7	11193.6	56134731	88779972608
2010/05/07	399002	深成指R	10938.3	11111.6	10837.9	10897.1	52161153	79661441024
2010/05/10	399002	深成指R	10908.3	11077.1	10785	11023.4	49513553	71177314304
2010/05/11	399002	深成指R	11262	11288.8	10829.8	10837.8	50722650	72469291008
2010/05/12	399002	深成指R	10750.6	10960.8	10641.6	10900.7	45757687	61293154304
2010/05/13	399002	深成指R	10918.1	11193.8	10868.1	11193.8	46745385	61559934976
2010/05/14	399002	深成指R	11131.2	11180.1	11026.9	11104.7	43056702	59401928704
2010/05/17	399002	深成指R	10930.6	10941	10458.2	10461.4	45022839	58275913728
2010/05/18	399002	深成指R	10456.8	10819.5	10358.2	10763.2	49633968	62373273600
2010/05/19	399002	深成指R	10657.8	10909	10565.5	10751.1	44177375	61010591744
2010/05/20	399002	深成指R	10671.6	10991	10656.1	10701.8	41721704	57398149120
2010/05/21	399002	深成指R	10435.5	10985.5	10401.5	10985.3	51296051	67382620160
2010/05/24	399002	深成指R	11079	11524.4	11079	11427.6	69618812	95520432128
2010/05/25	399002	深成指R	11341.6	11348.2	11089.2	11154.2	57334361	79727312896
2010/05/26	399002	深成指R	11144.2	11264.7	11072.1	11153.1	44120674	62699171840
2010/05/27	399002	深成指R	11133	11384.4	10979	11349.5	55200484	76384591872
2010/05/28	399002	深成指R	11450.2	11486.2	11246	11298.2	58150474	84220968960
2010/05/31	399002	深成指R	11256.8	11362.2	10986.4	10986.4	52970799	74865516544
2010/06/01	399002	深成指R	10899.7	11031.5	10734.3	10872.6	50121878	68873478144
2010/06/02	399002	深成指R	10837.7	10972.7	10716.8	10972.7	41079344	56263811072
2010/06/03	399002	深成指R	11038.5	11112.5	10897.2	10897.2	49247386	73862471680
2010/06/04	399002	深成指R	10862.8	10987.7	10829.7	10971.7	41811050	58768310272
2010/06/07	399002	深成指R	10745.5	10859.8	10686.9	10762.2	47033232	71367720960
2010/06/08	399002	深成指R	10750.4	10882.2	10710.3	10811.8	46875015	70810238976
2010/06/09	399002	深成指R	10870.6	11163.6	10820	11150.3	63267209	89265029120
2010/06/10	399002	深成指R	11069.5	11140.4	11011.3	11016.6	64168132	85456928768
2010/06/11	399002	深成指R	11085.4	11161.9	11017.1	11035	53246757	76422668288
2010/06/17	399002	深成指R	11101	11132.2	10952.1	10952.1	42317729	64449257472
2010/06/18	399002	深成指R	10949.5	11033	10710.1	10744.3	50112404	70262833152
2010/06/21	399002	深成指R	10734.4	11128.8	10645	11114.1	50491067	64759353344
2010/06/22	399002	深成指R	11070	11219.5	11041.4	11152.9	47644268	60680318976
2010/06/23	399002	深成指R	11084.8	11183.9	10950.3	11056.6	45342103	61786136576
2010/06/24	399002	深成指R	11047.6	11154.9	10971.4	11055	36601705	50056155136
2010/06/25	399002	深成指R	11000.4	11026.1	10830	10902.2	39249777	53669249024
2010/06/28	399002	深成指R	10898.3	10967.7	10768.2	10802.1	32096118	43941400576
2010/06/29	399002	深成指R	10815.1	10856.3	10260.2	10260.5	48353241	61710540800
2010/06/30	399002	深成指R	10177.3	10200.7	10077.3	10132.8	37493345	46201405440
2010/07/01	399002	深成指R	10121.1	10189.8	9935.22	9935.22	35345601	43585282048
2010/07/02	399002	深成指R	9923.7	10010.7	9657.15	9962.33	44553891	54875746304
2010/07/05	399002	深成指R	9848.48	9972.25	9697.74	9900.95	33758976	40170737664
2010/07/06	399002	深成指R	9859.02	10155.9	9852.36	10112.7	42129359	51958960128
2010/07/07	399002	深成指R	10145	10244.9	10108.7	10244.9	41703332	51171278848
2010/07/08	399002	深成指R	10291.1	10352.8	10191.9	10223.7	40732009	51696820224
2010/07/09	399002	深成指R	10239.3	10658.9	10152.1	10602.8	57651343	72235589632
2010/07/12	399002	深成指R	10616.6	10800.6	10579.7	10756.6	58063305	71089823744
2010/07/13	399002	深成指R	10652.9	10660.7	10526.8	10600.4	50328437	63593091072
2010/07/14	399002	深成指R	10617.6	10775.2	10559.2	10607.2	48417946	61410836480
2010/07/15	399002	深成指R	10596.7	10773.3	10504.8	10515.2	44733621	54884532224
2010/07/16	399002	深成指R	10471.6	10649	10387.4	10611	38113040	48749568000
2010/07/19	399002	深成指R	10524.8	10987.2	10496.2	10925.3	48634786	61950050304
2010/07/20	399002	深成指R	10932.4	11232.4	10932.4	11196.8	71964462	91733884928
2010/07/21	399002	深成指R	11203.9	11298.6	11148.2	11180.3	69264724	89291825152
2010/07/22	399002	深成指R	11156.7	11352.6	11137.4	11340.2	61363170	76604047360
2010/07/23	399002	深成指R	11382.3	11465	11294	11401	62210652	81377738752
2010/07/26	399002	深成指R	11431	11494.9	11316.1	11469.4	60907250	78409474048
2010/07/27	399002	深成指R	11456.3	11518	11387.2	11447.6	56821416	75642912768
2010/07/28	399002	深成指R	11448.7	11735.9	11405.1	11728.2	77781009	99184353280
2010/07/29	399002	深成指R	11758.3	11814.5	11653.7	11748.9	83065948	102070444032
2010/07/30	399002	深成指R	11713.6	11751.6	11596.4	11696.4	66532741	84645289984
2010/08/02	399002	深成指R	11700.4	11974.7	11697.7	11934.3	74180012	97140039680
2010/08/03	399002	深成指R	11971.9	12028	11745.6	11745.6	81109805	106906107904
2010/08/04	399002	深成指R	11692.2	11789.2	11523.5	11788.6	72255055	94241013760
2010/08/05	399002	深成指R	11779.6	11795.4	11605.7	11677.7	72651383	97254801408
2010/08/06	399002	深成指R	11673.9	11876.3	11527.4	11869.5	80230859	109218045952
2010/08/09	399002	深成指R	11851	11967.8	11832.5	11952.5	79576880	111373926400
2010/08/10	399002	深成指R	11964.1	11988.7	11624.8	11624.8	81364831	115177119744
2010/08/11	399002	深成指R	11563.5	11783.2	11558.7	11723.8	58233015	82597707776
2010/08/12	399002	深成指R	11590.8	11824.3	11548.7	11586.4	65730758	92800860160
2010/08/13	399002	深成指R	11591	11810.6	11514	11810.5	59445211	82224013312
2010/08/16	399002	深成指R	11793.3	12151.5	11746.5	12112.3	79964472	110099144704
2010/08/17	399002	深成指R	12129.7	12281.2	12119.4	12239.5	78551743	109996113920
2010/08/18	399002	深成指R	12263.5	12330.1	12171.1	12239.9	78054496	111764250624
2010/08/19	399002	深成指R	12241	12393.6	12170.8	12282	81126653	116219314176
2010/08/20	399002	深成指R	12237.9	12263.2	11998.7	12031.7	80862670	115695902720
2010/08/23	399002	深成指R	12040.2	12125.9	11987.3	12019.1	64319064	91990056960
2010/08/24	399002	深成指R	12006.5	12271.1	11918.5	12166	70536386	96914563072
2010/08/25	399002	深成指R	12089	12150.3	11883.1	11894.5	70357853	97332600832
2010/08/26	399002	深成指R	11935.1	12048	11888.7	11943.9	61673871	84501356544
2010/08/27	399002	深成指R	11928	11993.3	11855.7	11973.5	52538401	78938128384
2010/08/30	399002	深成指R	12060.3	12315.8	12043	12265	74908553	113717952512
2010/08/31	399002	深成指R	12233	12345.7	12193.1	12303.4	83977904	131341729792
2010/09/01	399002	深成指R	12336.7	12453	12120.2	12281.7	92473331	139604934656
2010/09/02	399002	深成指R	12459.2	12517.8	12362.2	12440.6	86946699	132345233408
2010/09/03	399002	深成指R	12475.7	12522.2	12326.8	12442.7	90162350	140850987008
2010/09/06	399002	深成指R	12532.8	12699.4	12532.8	12647.8	92084176	137946988544
2010/09/07	399002	深成指R	12667.5	12733.8	12578.1	12676.6	75351472	106143645696
2010/09/08	399002	深成指R	12621.2	12727.8	12564.8	12720.1	79251099	119724064768
2010/09/09	399002	深成指R	12750.6	12750.6	12418.8	12440.8	94193216	138344464384
2010/09/10	399002	深成指R	12441.4	12529.8	12264.3	12512	80966131	120896962560
2010/09/13	399002	深成指R	12523.9	12751	12470.5	12684.9	79996480	120989376512
2010/09/14	399002	深成指R	12716.9	12759.4	12620.4	12657.9	82592862	122939908096
2010/09/15	399002	深成指R	12644.8	12644.8	12345.4	12383	80136449	121030574080
2010/09/16	399002	深成指R	12360.4	12404.9	12001.7	12113.8	76178697	110966341632
2010/09/17	399002	深成指R	12131.5	12249.3	12058.7	12161.8	57935372	84931969024
2010/09/20	399002	深成指R	12176.7	12204.8	12014.5	12099	54435874	75941273600
2010/09/21	399002	深成指R	12141.6	12220.6	12101.8	12164.5	41836703	63169626112
2010/09/27	399002	深成指R	12221.1	12411.5	12188.1	12380.5	49262802	72168177664
2010/09/28	399002	深成指R	12349.1	12366	12213.5	12233.7	57072446	86036848640
2010/09/29	399002	深成指R	12223	12348.1	12144.4	12178.8	53247361	81648844800
2010/09/30	399002	深成指R	12103.9	12444.5	12072	12444.2	50140998	74082942976
2010/10/08	399002	深成指R	12581.4	12978.1	12563.2	12924.8	74742390	112650706944
2010/10/11	399002	深成指R	13062.2	13337.4	13062.2	13278.8	109525481	167691943936
2010/10/12	399002	深成指R	13261.3	13437.1	13203.7	13426	96960608	146468274176
2010/10/13	399002	深成指R	13429.5	13709.4	13399.3	13675.2	115287969	169105948672
2010/10/14	399002	深成指R	13770.2	13837.2	13535.3	13571.8	111026134	170232332288
2010/10/15	399002	深成指R	13478	13926.8	13447.3	13851.5	108570172	170315464704
2010/10/18	399002	深成指R	13892.8	13979.8	13598.3	13725.4	123242649	176488775680
2010/10/19	399002	深成指R	13719	14073.7	13636.3	14073.7	92010364	137441738752
2010/10/20	399002	深成指R	13689.8	14422.3	13674.9	14247.1	112559889	176854925312
2010/10/21	399002	深成指R	14296.5	14412	14104.2	14227	96734576	148290846720
2010/10/22	399002	深成指R	14203	14481.8	14145.2	14350.1	101712797	152136089600
2010/10/25	399002	深成指R	14423.4	14908.2	14418.7	14902.7	118657888	185984548864
2010/10/26	399002	深成指R	14952.1	14998.2	14748.7	14898.1	120300138	190968725504
2010/10/27	399002	深成指R	14845.9	15043.5	14593.6	14596.6	113072869	175380709376
2010/10/28	399002	深成指R	14534.4	14741.2	14479.7	14588.9	89454635	144337289216
2010/10/29	399002	深成指R	14576.2	14649.5	14389.3	14504.5	91994232	153695993856
2010/11/01	399002	深成指R	14524	14931.6	14524	14913	115190795	194731245568
