trade_date	stock_code	stock_name	open_price	highest_price	lowest_price	close_price	turnover_volume	turnover_amount
2014/11/26	000016	上证50	1786.93	1821.1	1786.56	1820.49	93444130	91991949312
2014/11/27	000016	上证50	1834.25	1853.42	1825.35	1853	108472903	105235824640
2014/11/28	000016	上证50	1853.55	1915.81	1846.15	1914.44	162358429	138763223040
2014/12/01	000016	上证50	1936.81	1968.91	1916.63	1920.38	156151220	149741830144
2014/12/02	000016	上证50	1910.37	2040.47	1909.37	2021.54	153263421	152003788800
2014/12/03	000016	上证50	2031.13	2107.68	1999.73	2037.59	191690068	197794398208
2014/12/04	000016	上证50	2043.47	2161.39	2032.41	2160.66	172271082	175808675840
2014/12/05	000016	上证50	2201.82	2259.51	2115.42	2200.25	225317394	242331025408
2014/12/08	000016	上证50	2187.5	2317.55	2160.48	2298.85	199081908	222491361280
2014/12/09	000016	上证50	2283.16	2402.13	2149.6	2182.69	269266716	317688971264
2014/12/10	000016	上证50	2198.84	2263.99	2111.88	2254.82	190027974	227855745024
2014/12/11	000016	上证50	2211.54	2269.49	2190.25	2193.54	146047943	171891277824
2014/12/12	000016	上证50	2186.74	2250.57	2176.32	2193.29	111528818	141197803520
2014/12/15	000016	上证50	2170.28	2208.66	2139.47	2201.54	108687324	125771063296
2014/12/16	000016	上证50	2205.88	2299.38	2195.5	2299.28	148175897	195129835520
2014/12/17	000016	上证50	2326.85	2392.57	2307.18	2383.95	211362800	264170553344
2014/12/18	000016	上证50	2389.84	2413.68	2343.74	2364.04	158621508	200428240896
2014/12/19	000016	上证50	2366.45	2408.48	2304.61	2390.28	158438199	185889767424
2014/12/22	000016	上证50	2393.04	2479.11	2375.91	2426.68	218155712	229127634944
2014/12/23	000016	上证50	2392.61	2462.07	2360.72	2374.95	135946500	160752697344
2014/12/24	000016	上证50	2381.41	2388.41	2238.65	2270.88	123596996	151833526272
2014/12/25	000016	上证50	2295.22	2360.21	2263.42	2359.66	121259722	147772571648
2014/12/26	000016	上证50	2365.03	2471.05	2357.67	2464.82	152092874	198030704640
2014/12/29	000016	上证50	2533.99	2557.38	2437.75	2481.66	184581669	243610206208
2014/12/30	000016	上证50	2481.08	2550.46	2464.43	2523.63	149464002	194964897792
2014/12/31	000016	上证50	2529.58	2590.09	2507.94	2581.57	154675810	193680179200
2015/01/05	000016	上证50	2612.85	2678.44	2583.55	2649.64	182425566	229763596288
2015/01/06	000016	上证50	2616.29	2691.49	2591.83	2629.4	173439993	220601810944
2015/01/07	000016	上证50	2608.88	2668.84	2598.89	2635.23	128317720	178386108416
2015/01/08	000016	上证50	2647.82	2656.75	2551.82	2558.11	118367915	157065773056
2015/01/09	000016	上证50	2554.29	2692.61	2540.34	2569.02	156209510	211005833216
2015/01/12	000016	上证50	2565.74	2596.27	2499.87	2543.85	119183586	167990427648
2015/01/13	000016	上证50	2537.98	2567.62	2512.86	2527.83	77079080	113495932928
2015/01/14	000016	上证50	2539.25	2569.45	2508.66	2534.23	84122310	114229280768
2015/01/15	000016	上证50	2534.77	2633.4	2516.61	2632.89	111923167	161244413952
2015/01/16	000016	上证50	2642.74	2685.31	2626.82	2653.03	134951180	182059515904
2015/01/19	000016	上证50	2448.93	2512.58	2399.44	2410.2	140163570	161509621760
2015/01/20	000016	上证50	2381.14	2439.25	2355.26	2403.72	137476636	193319714816
2015/01/21	000016	上证50	2425.26	2553.7	2414.89	2542.32	148800477	206930198528
2015/01/22	000016	上证50	2546.7	2557.7	2504.07	2544.31	113708777	157023141888
2015/01/23	000016	上证50	2556.91	2612.93	2543.46	2564.51	124551349	169187278848
2015/01/26	000016	上证50	2563.91	2565.36	2528.08	2562.36	95979468	124417875968
2015/01/27	000016	上证50	2570.43	2574.33	2473.81	2522.1	116542876	149446787072
2015/01/28	000016	上证50	2497.05	2534.58	2476.28	2486.28	86356380	115311452160
2015/01/29	000016	上证50	2444.4	2465.31	2419.99	2442.04	81404965	103757275136
2015/01/30	000016	上证50	2456.05	2471.23	2400.63	2405.38	76591150	97675214848
2015/02/02	000016	上证50	2337.2	2376.43	2329.15	2332.53	84676893	99907076096
2015/02/03	000016	上证50	2362.41	2413.01	2335.11	2405.76	82274659	108792143872
2015/02/04	000016	上证50	2412.75	2439.61	2370.57	2372.46	77531358	105036316672
2015/02/05	000016	上证50	2456.38	2456.57	2348.45	2348.92	110713251	140544589824
2015/02/06	000016	上证50	2335.36	2366.33	2303.11	2325.24	76931113	93700546560
2015/02/09	000016	上证50	2319.24	2392.82	2311.8	2366.77	73903383	103914676224
2015/02/10	000016	上证50	2363.16	2409.02	2355.14	2403.55	68862031	89318367232
2015/02/11	000016	上证50	2408.08	2423.35	2395.2	2415.13	50538983	70324469760
2015/02/12	000016	上证50	2415.14	2425.63	2384.49	2416.45	60662358	76858277888
2015/02/13	000016	上证50	2426.95	2464.08	2415.42	2427.47	83793479	101300051968
2015/02/16	000016	上证50	2427.17	2437.84	2413.6	2431.21	62608116	79647195136
2015/02/17	000016	上证50	2437.69	2464.52	2437.69	2445.26	60010573	76964798464
2015/02/25	000016	上证50	2448.2	2448.2	2395.53	2407.46	63987384	78427136000
2015/02/26	000016	上证50	2401.14	2482.44	2382.69	2478.06	94707062	118346203136
2015/02/27	000016	上证50	2476.49	2498.7	2466.83	2474.6	85651923	104744157184
2015/03/02	000016	上证50	2495.57	2498.72	2459.42	2479.24	88052518	117028814848
2015/03/03	000016	上证50	2462	2462	2395.83	2396.8	91274742	115862675456
2015/03/04	000016	上证50	2403.86	2416.22	2378.93	2397.99	64295285	80953991168
2015/03/05	000016	上证50	2379.73	2382.89	2344.95	2366.9	77773300	97140400128
2015/03/06	000016	上证50	2370.88	2393.74	2366.02	2371.62	64804205	81818664960
2015/03/09	000016	上证50	2352.22	2443.2	2321.26	2429.87	106195716	123427880960
2015/03/10	000016	上证50	2413.84	2424.15	2390.6	2395.43	78435586	95150776320
2015/03/11	000016	上证50	2401.26	2444.66	2399.54	2408.5	70074190	89940156416
2015/03/12	000016	上证50	2444.42	2505.63	2423.43	2485.11	124778201	150805708800
2015/03/13	000016	上证50	2494.35	2532.15	2477.4	2495.28	104205941	126727331840
2015/03/16	000016	上证50	2512.35	2551.44	2485.29	2550.86	104132082	138113105920
2015/03/17	000016	上证50	2576.41	2586.43	2556.47	2583.2	132092052	169433530368
2015/03/18	000016	上证50	2595.74	2649.82	2592.26	2649.64	147958821	183689199616
2015/03/19	000016	上证50	2649	2649	2613.76	2630.24	133595868	164505894912
2015/03/20	000016	上证50	2642.8	2710.13	2617.07	2680.68	153754994	226538766336
2015/03/23	000016	上证50	2700.16	2724.64	2690.48	2720.67	142091935	200735735808
2015/03/24	000016	上证50	2719.51	2720.03	2649.62	2683.65	153617579	193855717376
2015/03/25	000016	上证50	2674.35	2691.24	2626.66	2649.16	132270399	172197838848
2015/03/26	000016	上证50	2637.53	2714.63	2621.45	2687.76	133442925	177662017536
2015/03/27	000016	上证50	2693.19	2715.01	2664.86	2689.24	119869374	150762815488
2015/03/30	000016	上证50	2716.43	2793.41	2704.8	2784.46	181383659	223343804416
2015/03/31	000016	上证50	2826.63	2860.24	2744.93	2754.66	175833718	238894481408
2015/04/01	000016	上证50	2758.96	2810.65	2751.37	2799.45	125281322	173744783360
2015/04/02	000016	上证50	2821.21	2824.82	2746.3	2781.64	122184734	169118203904
2015/04/03	000016	上证50	2771.03	2817.62	2764.35	2817.18	112969251	164348821504
2015/04/07	000016	上证50	2854.41	2889.86	2838.89	2889.45	160139442	218683080704
2015/04/08	000016	上证50	2907.58	2960.65	2879.97	2952.08	179853837	259888807936
2015/04/09	000016	上证50	2973.81	3021.85	2914.69	2931.77	176764483	275401146368
2015/04/10	000016	上证50	2925.93	2992.41	2911.46	2986.61	141215958	211274924032
2015/04/13	000016	上证50	3040.01	3059.77	3016.96	3041.12	169339583	228801069056
2015/04/14	000016	上证50	3057.41	3074.67	3013.31	3052.41	162300362	232248754176
2015/04/15	000016	上证50	3054.02	3119.48	3039.25	3053.3	179025929	229330042880
2015/04/16	000016	上证50	3045.85	3183.58	3033.25	3183.3	171967554	237185826816
2015/04/17	000016	上证50	3251.98	3271.57	3216.21	3235.33	207659934	285355311104
2015/04/20	000016	上证50	3267.85	3296.18	3146.84	3164.46	265976127	396545654784
2015/04/21	000016	上证50	3163.29	3214.89	3135.22	3214.36	184427692	269227098112
2015/04/22	000016	上证50	3219.7	3300.84	3204.44	3299.22	201738071	330229055488
2015/04/23	000016	上证50	3311.07	3313.81	3245.76	3273.4	177137931	293820858368
2015/04/24	000016	上证50	3226.38	3250.23	3161.97	3223.96	185135936	297582755840
2015/04/27	000016	上证50	3257.97	3313.25	3257.97	3308.45	200266975	308262699008
2015/04/28	000016	上证50	3309.53	3370.03	3255.77	3282.33	266042859	373574205440
2015/04/29	000016	上证50	3268.52	3304.71	3243.54	3283.28	146666285	228829609984
2015/04/30	000016	上证50	3290.58	3309.42	3249.25	3250.49	146288279	230961430528
2015/05/04	000016	上证50	3250.12	3273.15	3204.31	3272	133270953	207062515712
2015/05/05	000016	上证50	3266.81	3270.96	3132.94	3148.81	170607781	260105797632
2015/05/06	000016	上证50	3175.89	3244.6	3110.11	3139.02	147991138	255658442752
2015/05/07	000016	上证50	3116.79	3142.14	3093.73	3094.88	109440929	163519856640
2015/05/08	000016	上证50	3126	3138.66	3045.01	3110.45	103278165	152427970560
2015/05/11	000016	上证50	3112.24	3169.87	3075.2	3169.13	133766659	194746892288
2015/05/12	000016	上证50	3162.67	3200.18	3136.46	3188.31	130813054	199503822848
2015/05/13	000016	上证50	3188.06	3188.96	3122.34	3141.3	117305504	174969585664
2015/05/14	000016	上证50	3136.13	3153.75	3107.68	3128.57	105338706	153091932160
2015/05/15	000016	上证50	3122.89	3124.61	3044.85	3060.41	109993195	161060864000
2015/05/18	000016	上证50	3032.71	3045.59	2997.13	2998.39	87041724	130095423488
2015/05/19	000016	上证50	2996.84	3127	2996.72	3116.09	111206627	177662164992
2015/05/20	000016	上证50	3127.57	3181.54	3105.63	3122.85	124557332	193487503360
2015/05/21	000016	上证50	3132.34	3156.49	3111	3150.9	94755784	147586629632
2015/05/22	000016	上证50	3180.39	3249.52	3170.45	3248.86	150021104	231552876544
2015/05/25	000016	上证50	3263.96	3350.52	3263.96	3349.95	158585710	252774285312
2015/05/26	000016	上证50	3382.76	3390.29	3320.15	3386.59	147894684	246793748480
2015/05/27	000016	上证50	3390.98	3404.76	3327.24	3344.74	147470539	243480838144
2015/05/28	000016	上证50	3336.7	3350.22	3120.97	3124.62	178255206	269774192640
2015/05/29	000016	上证50	3127.64	3161.58	3036.96	3111.33	133784404	198756335616
2015/06/01	000016	上证50	3114.79	3250.6	3082.16	3244.32	141023373	208883531776
2015/06/02	000016	上证50	3240.8	3269.22	3201.22	3258.31	134800533	192594411520
2015/06/03	000016	上证50	3251.91	3259.71	3193.54	3238.43	128306977	190395613184
2015/06/04	000016	上证50	3244.46	3316.5	3113.22	3299.03	184567939	254373134336
2015/06/05	000016	上证50	3349.57	3365.59	3234.25	3303.99	188145648	270740078592
2015/06/08	000016	上证50	3333.83	3469.22	3308.3	3458.71	248254042	350471159808
2015/06/09	000016	上证50	3494.82	3494.82	3376.02	3414	220448561	340397064192
2015/06/10	000016	上证50	3362.81	3415.28	3338.68	3370.38	155294691	246677078016
2015/06/11	000016	上证50	3369	3383.49	3313.59	3347.12	138073848	226193702912
2015/06/12	000016	上证50	3364.44	3374.81	3319.2	3350.25	145262255	225464238080
2015/06/15	000016	上证50	3359.71	3366.84	3254.62	3262.48	167322559	249139888128
2015/06/16	000016	上证50	3233.15	3275.47	3149.08	3179.65	155969898	215445602304
2015/06/17	000016	上证50	3198.14	3222.44	3144.49	3211.71	159571563	207598403584
2015/06/18	000016	上证50	3183.23	3183.23	3067.48	3068.49	137345042	182753378304
2015/06/19	000016	上证50	3030.22	3067.82	2900.79	2903.06	131783924	175635857408
2015/06/23	000016	上证50	2907.07	3007.63	2822.47	3003.16	135617644	181578416128
2015/06/24	000016	上证50	3009.77	3052.11	2962.65	3045.24	141585882	192146964480
2015/06/25	000016	上证50	3069.4	3082.56	2929.11	2943.99	160158307	220485926912
2015/06/26	000016	上证50	2875.12	2953.96	2678.77	2736.7	183355804	239246442496
2015/06/29	000016	上证50	2802.77	2822.11	2530.83	2678.37	212018714	268112920576
2015/06/30	000016	上证50	2678.63	2872.51	2628	2870.03	219592298	275002228736
2015/07/01	000016	上证50	2823.94	2872.91	2721.48	2736.85	169957702	218026246144
2015/07/02	000016	上证50	2767.99	2805.67	2611.86	2714.25	209045754	245275787264
2015/07/03	000016	上证50	2674.56	2738.66	2511.16	2582.27	184361918	212838563840
2015/07/06	000016	上证50	2807.75	2807.75	2649.56	2750	344834279	383917326336
2015/07/07	000016	上证50	2682.5	2825.49	2612.11	2812.45	350314798	428297519104
2015/07/08	000016	上证50	2596.71	2760.52	2546.46	2608.98	377459400	407199219712
2015/07/09	000016	上证50	2575.34	2828.75	2493.64	2781.08	271176770	304601923584
2015/07/10	000016	上证50	2749.12	2997.6	2717.71	2898.41	296251842	361175449600
2015/07/13	000016	上证50	2855.7	2949.2	2805.91	2869.05	233341055	289573732352
2015/07/14	000016	上证50	2821.97	2843.25	2717.03	2763.07	194368424	234177773568
2015/07/15	000016	上证50	2725.92	2779.95	2665.95	2757.95	185948028	211874742272
2015/07/16	000016	上证50	2754.83	2780	2708.72	2742.85	135246163	151401562112
2015/07/17	000016	上证50	2756.87	2834.18	2723.74	2807.06	130241112	160825180160
2015/07/20	000016	上证50	2798.56	2815.7	2766.94	2783.76	130862495	166660030464
2015/07/21	000016	上证50	2757.66	2799.82	2743.15	2772.77	115826578	152027267072
2015/07/22	000016	上证50	2757.28	2771	2721.35	2739.79	106654530	140089835520
2015/07/23	000016	上证50	2741.42	2796.37	2736.38	2790.76	113582039	151861837824
2015/07/24	000016	上证50	2794.05	2807.62	2735.3	2741.04	123928908	163019751424
2015/07/27	000016	上证50	2698.8	2715.36	2491.12	2493.29	136645104	158951325696
2015/07/28	000016	上证50	2427.03	2531.23	2400.87	2485.67	140338855	164763025408
2015/07/29	000016	上证50	2496.9	2535.6	2459.08	2531.44	93078154	112668844032
2015/07/30	000016	上证50	2525.08	2548.27	2459.92	2467.37	86949827	108522364928
2015/07/31	000016	上证50	2452.05	2490.66	2432.49	2461.24	74725374	88953036800
2015/08/03	000016	上证50	2433.24	2479.95	2419.85	2479.72	88073410	96775634944
2015/08/04	000016	上证50	2476.16	2535.28	2462.73	2534.71	66032317	79544147968
2015/08/05	000016	上证50	2529.13	2537.35	2485.6	2487.06	62889670	79648358400
2015/08/06	000016	上证50	2452.53	2505.53	2446.96	2467.52	47800047	60255514624
2015/08/07	000016	上证50	2489.81	2520.04	2479.25	2503.8	57563239	73033097216
2015/08/10	000016	上证50	2527.62	2626.36	2517.95	2617.66	109626613	135665860608
2015/08/11	000016	上证50	2612.95	2623.84	2578.65	2590.71	99584256	126415896576
2015/08/12	000016	上证50	2562.68	2598.51	2557.26	2561.13	75352530	103960469504
2015/08/13	000016	上证50	2562.87	2585.92	2522.35	2580.78	70080742	92171460608
2015/08/14	000016	上证50	2588.43	2592.17	2565.59	2577.04	72941572	98274811904
2015/08/17	000016	上证50	2560.37	2561.96	2524.13	2550.47	71133819	91571511296
2015/08/18	000016	上证50	2554.08	2572.21	2405.83	2407.97	101248713	125516447744
2015/08/19	000016	上证50	2379.21	2431.61	2326.24	2430.28	90485319	100388487168
2015/08/20	000016	上证50	2406.57	2421.03	2356.33	2356.92	68346853	74859839488
2015/08/21	000016	上证50	2336.45	2362.84	2261.31	2271.36	78467553	85908971520
2015/08/24	000016	上证50	2195.46	2203.63	2046.84	2058.25	115420383	111341101056
2015/08/25	000016	上证50	1947.14	2044.56	1890.38	1914.05	118569577	109950394368
2015/08/26	000016	上证50	1930.2	2028.4	1874.22	1942.45	124111796	113224245248
2015/08/27	000016	上证50	1989.59	2095.46	1957.74	2094.72	116585470	112381616128
2015/08/28	000016	上证50	2120.36	2167.9	2097.78	2159.96	115299860	117095079936
2015/08/31	000016	上证50	2135.6	2214.11	2071.41	2210.45	117193052	122180280320
2015/09/01	000016	上证50	2155.96	2239.46	2103.48	2230.32	158310344	147365363712
2015/09/02	000016	上证50	2143.24	2248.77	2137.19	2243.63	166061448	148869496832
2015/09/07	000016	上证50	2215.18	2247.44	2127.48	2133.98	85672057	82337816576
2015/09/08	000016	上证50	2115.9	2185.4	2084.03	2180.13	61980414	61093085184
2015/09/09	000016	上证50	2186.37	2225.27	2175.77	2211.2	76962973	81846247424
2015/09/10	000016	上证50	2183.61	2218.14	2175.37	2208.48	53035319	57056317440
2015/09/11	000016	上证50	2199.58	2218.82	2180.23	2195.39	36221969	39906029568
2015/09/14	000016	上证50	2205.71	2228.96	2126.29	2228.15	84785358	92470910976
2015/09/15	000016	上证50	2179.24	2188.36	2142.02	2175.17	55484328	54339604480
2015/09/16	000016	上证50	2161.01	2277.58	2142.2	2241.95	56026548	57555615744
2015/09/17	000016	上证50	2223.4	2260.85	2194.03	2194.82	55842887	60336914432
2015/09/18	000016	上证50	2204.58	2226.75	2192.27	2198.99	36074301	37835419648
2015/09/21	000016	上证50	2185.08	2220.02	2176.66	2214.45	36901513	40143069184
2015/09/22	000016	上证50	2217.78	2259.07	2210.49	2237.31	42563767	48474976256
2015/09/23	000016	上证50	2208.25	2219.24	2174.92	2178.55	34234548	37515857920
2015/09/24	000016	上证50	2190.31	2198.49	2170.68	2188.09	25074852	28435040256
2015/09/25	000016	上证50	2180.29	2191.36	2150.02	2183.4	35992010	36738195456
2015/09/28	000016	上证50	2169.15	2175.97	2145.75	2169.94	20268618	20171335680
2015/09/29	000016	上证50	2139.8	2145.99	2114.3	2127.2	25482560	25518108672
2015/09/30	000016	上证50	2138.15	2161.71	2133.88	2146.12	25026925	27561758720
2015/10/08	000016	上证50	2231.02	2231.24	2189.99	2191.34	39255630	45316636672
2015/10/09	000016	上证50	2202.13	2226.42	2195.16	2219.29	33135222	34896510976
2015/10/12	000016	上证50	2223.33	2308.19	2220.63	2283.43	62354545	67779919872
2015/10/13	000016	上证50	2268.76	2282.04	2259.27	2270.95	36904537	39806828544
2015/10/14	000016	上证50	2263.59	2284.62	2252.38	2253.91	41961463	43702042624
2015/10/15	000016	上证50	2254.4	2297.96	2252.33	2297.9	46942189	51270529024
2015/10/16	000016	上证50	2310.35	2328.3	2301.49	2323.78	60168475	68286763008
2015/10/19	000016	上证50	2329.4	2346.35	2303.17	2318.47	53225380	62261182464
2015/10/20	000016	上证50	2312.53	2337.8	2297.75	2337.08	46698905	53385977856
2015/10/21	000016	上证50	2338.71	2369.37	2268.82	2340.36	97671718	101098774528
2015/10/22	000016	上证50	2306.07	2337.4	2297.05	2331.79	54651781	58117038080
2015/10/23	000016	上证50	2334.54	2350.12	2319.77	2343.96	48854813	55499001856
2015/10/26	000016	上证50	2366.84	2381.71	2340.5	2350.02	52798208	65318858752
2015/10/27	000016	上证50	2343.87	2353.65	2302.09	2349.9	46643220	55912464384
2015/10/28	000016	上证50	2338.39	2342.45	2308.55	2310.7	40939162	46039203840
2015/10/29	000016	上证50	2317.48	2323.45	2301.37	2307.35	29257579	33423652864
2015/10/30	000016	上证50	2307.76	2336.04	2298.97	2312.97	37173556	44039499776
2015/11/02	000016	上证50	2291.25	2310.83	2279.47	2280.09	33098994	36611440640
2015/11/03	000016	上证50	2283.8	2294.42	2265.67	2271.65	27317118	29524654080
2015/11/04	000016	上证50	2277.2	2374.02	2277.2	2370.5	62000309	72905588736
2015/11/05	000016	上证50	2368.61	2503.65	2365.85	2440.65	148745222	182382018560
2015/11/06	000016	上证50	2430.65	2501.4	2427.28	2493.48	102199298	127824379904
2015/11/09	000016	上证50	2501.73	2592.19	2501.73	2534.08	133190838	157351837696
2015/11/10	000016	上证50	2504.25	2559.83	2498.46	2522.68	90872224	111933014016
2015/11/11	000016	上证50	2516.35	2517.51	2474.04	2505.83	66089396	81052524544
2015/11/12	000016	上证50	2513.11	2513.7	2466.29	2476.43	58391260	73592455168
2015/11/13	000016	上证50	2454.18	2481.18	2444.2	2447.77	55930737	72056905728
2015/11/16	000016	上证50	2410.04	2447.5	2407.94	2447.29	42344114	52138987520
2015/11/17	000016	上证50	2462.22	2514.46	2449.74	2453.26	68244705	89093562368
2015/11/18	000016	上证50	2455.58	2473.45	2433.46	2439.45	59872626	72688328704
2015/11/19	000016	上证50	2444.88	2469.01	2436.9	2468.49	41949234	48802525184
2015/11/20	000016	上证50	2469.7	2483.89	2458.78	2466.76	48099426	56175624192
2015/11/23	000016	上证50	2465.81	2485.42	2451.55	2456.84	44090329	54186057728
2015/11/24	000016	上证50	2449.97	2452.35	2421.39	2447.9	40952414	47603580928
2015/11/25	000016	上证50	2441.73	2460.18	2430.35	2459.56	42602899	51769942016
2015/11/26	000016	上证50	2468.52	2481.39	2450.1	2450.96	44936629	56095625216
2015/11/27	000016	上证50	2438.18	2439.7	2320.07	2334.44	55953595	65740271616
2015/11/30	000016	上证50	2325.07	2347.84	2280.68	2336.29	52561629	55296921600
2015/12/01	000016	上证50	2334.14	2365.15	2314.79	2344.83	41934911	43612909568
2015/12/02	000016	上证50	2341.43	2463.9	2337.03	2458.41	81676934	86349471744
2015/12/03	000016	上证50	2441.91	2481.54	2422.56	2461.45	81744001	76165005312
2015/12/04	000016	上证50	2438.39	2442.25	2392.88	2397.56	47838541	47769841664
2015/12/07	000016	上证50	2398.09	2404.91	2379.55	2395.58	29174395	31915980800
2015/12/08	000016	上证50	2381.68	2386.28	2356.93	2364.34	33813694	37192974336
2015/12/09	000016	上证50	2357.88	2386.28	2356.94	2369.74	28420592	32031217664
2015/12/10	000016	上证50	2369.59	2402.69	2353.22	2357.21	31997618	36125749248
2015/12/11	000016	上证50	2346.86	2357.08	2324.63	2342.45	31590449	36142268416
2015/12/14	000016	上证50	2319.2	2418.56	2316.9	2414.92	47486653	59498180608
2015/12/15	000016	上证50	2408.15	2410.09	2377.07	2383.83	34608353	44351836160
2015/12/16	000016	上证50	2389.25	2394.17	2371.43	2376.54	28490923	33463611392
2015/12/17	000016	上证50	2391.4	2424.9	2386.09	2408.32	44035118	52238794752
2015/12/18	000016	上证50	2405.86	2466.35	2404.15	2422.83	53967334	61122605056
2015/12/21	000016	上证50	2415.63	2513.49	2414.84	2500.06	73671087	85785190400
2015/12/22	000016	上证50	2499.66	2506.87	2477.67	2496.05	51248803	64840179712
2015/12/23	000016	上证50	2497.37	2550.9	2492.43	2503.06	68188855	90512023552
2015/12/24	000016	上证50	2498.77	2505.7	2451.45	2481.75	48303842	61250646016
2015/12/25	000016	上证50	2483.66	2496.84	2474.33	2492.34	29623024	37440811008
2015/12/28	000016	上证50	2498.78	2502.33	2411.21	2411.41	48200591	56480251904
2015/12/29	000016	上证50	2408.93	2435.62	2405.17	2432.88	27597306	32289796096
2015/12/30	000016	上证50	2432.18	2434.52	2399.92	2432.77	28420662	34438639616
2015/12/31	000016	上证50	2426.81	2437.72	2409.76	2420.8	29972722	34587021312
2016/01/04	000016	上证50	2417.02	2417.02	2269.97	2270.46	34620851	37753720832
2016/01/05	000016	上证50	2230.08	2309.59	2223.05	2288.11	48075962	51045134336
2016/01/06	000016	上证50	2284.92	2321.17	2274.47	2317.65	38088820	39894990848
2016/01/07	000016	上证50	2281.88	2281.93	2171.32	2180.59	11081575	11474807808
2016/01/08	000016	上证50	2225.48	2257.41	2154.58	2219.61	51525931	53797580800
2016/01/11	000016	上证50	2182.85	2202.32	2119.7	2120.23	48483505	48888156160
2016/01/12	000016	上证50	2135.94	2151.4	2115.36	2131.37	35144374	36195368960
2016/01/13	000016	上证50	2152.72	2157.51	2104.93	2105.51	32024944	32986275840
2016/01/14	000016	上证50	2056.41	2136.06	2052.3	2132.08	36630965	35415650304
2016/01/15	000016	上证50	2119.56	2128.95	2058.7	2070.93	34641623	33603672064
2016/01/18	000016	上证50	2040.41	2092.4	2039.05	2069.27	26806095	25299830784
2016/01/19	000016	上证50	2075.19	2135.36	2060.28	2128.57	37222168	37594148864
2016/01/20	000016	上证50	2115.13	2124.15	2076.16	2088.72	39221145	39259455488
2016/01/21	000016	上证50	2069.39	2112.73	2040.53	2040.98	34354515	32473757696
2016/01/22	000016	上证50	2062.63	2074.17	2026.27	2061.96	27065196	25575155712
2016/01/25	000016	上证50	2067.56	2074.9	2049.25	2065.44	21741074	19964755968
2016/01/26	000016	上证50	2046.04	2050.45	1944.91	1951.61	37751437	34523877376
2016/01/27	000016	上证50	1961.4	1972.16	1908.04	1953.46	39302664	34956353536
2016/01/28	000016	上证50	1943.83	1960.95	1900.35	1912.72	29716553	26312112128
2016/01/29	000016	上证50	1915.13	1986.72	1914.4	1973.01	38242877	33961256960
2016/02/01	000016	上证50	1970.21	1973.1	1917.24	1937.07	27335160	23805513728
2016/02/02	000016	上证50	1935.22	1978.29	1934.91	1969.62	26156540	23459043328
2016/02/03	000016	上证50	1947.83	1955.09	1929.81	1952.37	21970080	19391561728
2016/02/04	000016	上证50	1962.87	1983.25	1960.13	1974.24	25020305	22994237440
2016/02/05	000016	上证50	1970.69	1979.39	1962.23	1967.26	20455795	20020498432
2016/02/15	000016	上证50	1916.42	1958.22	1914.49	1948.28	18893231	17604886528
2016/02/16	000016	上证50	1957.91	2005.42	1957.54	2000.9	30607291	26813073408
2016/02/17	000016	上证50	1997.68	2020.08	1993.89	2014.44	34373548	30392064000
2016/02/18	000016	上证50	2022.55	2034.16	2007.22	2009.27	30938607	28583892992
2016/02/19	000016	上证50	2005.41	2013.78	1993.05	2004.11	21639290	19326969856
2016/02/22	000016	上证50	2025.18	2064.61	2016.36	2053.86	39059284	36475281408
2016/02/23	000016	上证50	2051.57	2051.57	2013.98	2029.52	26876191	25027930112
2016/02/24	000016	上证50	2020.59	2041.88	2009.35	2041.39	26228917	24061302784
2016/02/25	000016	上证50	2038.16	2038.18	1925.2	1932.6	42459563	36399665152
2016/02/26	000016	上证50	1946.96	1965.91	1930	1955.4	26306764	22745280512
2016/02/29	000016	上证50	1951.68	1953.32	1891.1	1944.61	39161583	33168529408
2016/03/01	000016	上证50	1944.56	1988.57	1931.98	1973.19	29595859	27992084480
2016/03/02	000016	上证50	1980.46	2045.82	1979.17	2043.41	50978802	46820917248
2016/03/03	000016	上证50	2043.37	2057.16	2031.54	2053.27	45476671	43399573504
2016/03/04	000016	上证50	2045.12	2128.57	2040.08	2122.27	85953126	78672199680
2016/03/07	000016	上证50	2122.55	2133.56	2097.78	2107.67	40058732	38149431296
2016/03/08	000016	上证50	2102.25	2118.04	2037.29	2115.16	39003355	35705184256
2016/03/09	000016	上证50	2073.27	2112.86	2053.84	2111.92	38083290	34644426752
2016/03/10	000016	上证50	2089.86	2102.99	2060.06	2061.45	20872981	19900999680
2016/03/11	000016	上证50	2043.25	2071.09	2039.59	2070.72	24443461	23904780288
2016/03/14	000016	上证50	2079.91	2117.83	2071.12	2078.41	35114617	35565109248
2016/03/15	000016	上证50	2077.51	2105.04	2055.32	2101.12	34647131	32999424000
2016/03/16	000016	上证50	2087.28	2142.16	2084.77	2136.13	60381577	57696395264
2016/03/17	000016	上证50	2135.06	2156.89	2113.44	2131.48	38077902	38825807872
2016/03/18	000016	上证50	2140.27	2165.15	2131.38	2141.18	62257624	60631658496
2016/03/21	000016	上证50	2156.95	2214.64	2154.49	2193.39	78264665	85196922880
2016/03/22	000016	上证50	2181.98	2196.37	2167.43	2173.26	50531245	54395174912
2016/03/23	000016	上证50	2170.16	2186.02	2159.46	2175.28	35247664	38676054016
2016/03/24	000016	上证50	2161.17	2161.17	2137.19	2137.59	33879927	36127199232
2016/03/25	000016	上证50	2137.15	2156.8	2135.53	2149.2	22781049	25542246400
